--------------------------------------------------------------------------------
                         MPI COMMUNICATION INFORMATION                          
--------------------------------------------------------------------------------
mpi_size=64
--------------------------------------------------------------------------------
                             GENERATED RANDOM SEEDS                             
--------------------------------------------------------------------------------

rv_seed=1152432222

  rank     iter      seed   
R43:80 samples completed in 29.8920s. Avg_time = 0.3736. n_errors = 28
R45:80 samples completed in 30.0334s. Avg_time = 0.3754. n_errors = 30
R19:80 samples completed in 30.0627s. Avg_time = 0.3758. n_errors = 29
R35:80 samples completed in 30.1348s. Avg_time = 0.3767. n_errors = 34
R55:80 samples completed in 30.1767s. Avg_time = 0.3772. n_errors = 32
R60:80 samples completed in 30.2513s. Avg_time = 0.3781. n_errors = 28
R62:80 samples completed in 30.1765s. Avg_time = 0.3772. n_errors = 36
R10:80 samples completed in 30.2647s. Avg_time = 0.3783. n_errors = 27
R59:80 samples completed in 30.3474s. Avg_time = 0.3793. n_errors = 30
R56:80 samples completed in 30.3502s. Avg_time = 0.3794. n_errors = 31
R23:80 samples completed in 30.3536s. Avg_time = 0.3794. n_errors = 23
R5:80 samples completed in 30.4587s. Avg_time = 0.3807. n_errors = 23
R39:80 samples completed in 30.4616s. Avg_time = 0.3808. n_errors = 24
R18:80 samples completed in 30.5203s. Avg_time = 0.3815. n_errors = 26
R12:80 samples completed in 30.5398s. Avg_time = 0.3817. n_errors = 23
R31:80 samples completed in 30.5585s. Avg_time = 0.3820. n_errors = 30
R37:80 samples completed in 30.6267s. Avg_time = 0.3828. n_errors = 26
R58:80 samples completed in 30.6641s. Avg_time = 0.3833. n_errors = 20
R11:80 samples completed in 30.6673s. Avg_time = 0.3833. n_errors = 24
R15:80 samples completed in 30.7214s. Avg_time = 0.3840. n_errors = 27
R8:80 samples completed in 30.7375s. Avg_time = 0.3842. n_errors = 29
R13:80 samples completed in 30.7377s. Avg_time = 0.3842. n_errors = 33
R42:80 samples completed in 30.7500s. Avg_time = 0.3844. n_errors = 23
R40:80 samples completed in 30.8163s. Avg_time = 0.3852. n_errors = 17
R21:80 samples completed in 30.8293s. Avg_time = 0.3854. n_errors = 27
R16:80 samples completed in 30.8319s. Avg_time = 0.3854. n_errors = 27
R51:80 samples completed in 30.8490s. Avg_time = 0.3856. n_errors = 23
R28:80 samples completed in 30.9317s. Avg_time = 0.3866. n_errors = 29
R61:80 samples completed in 30.9335s. Avg_time = 0.3867. n_errors = 20
R47:80 samples completed in 30.9377s. Avg_time = 0.3867. n_errors = 19
R29:80 samples completed in 31.0322s. Avg_time = 0.3879. n_errors = 23
R24:80 samples completed in 31.1141s. Avg_time = 0.3889. n_errors = 26
R63:80 samples completed in 31.1196s. Avg_time = 0.3890. n_errors = 22
R38:80 samples completed in 31.1274s. Avg_time = 0.3891. n_errors = 29
R6:80 samples completed in 31.1289s. Avg_time = 0.3891. n_errors = 18
R20:80 samples completed in 31.1331s. Avg_time = 0.3892. n_errors = 22
R36:80 samples completed in 31.1424s. Avg_time = 0.3893. n_errors = 23
R52:80 samples completed in 31.2184s. Avg_time = 0.3902. n_errors = 30
R1:80 samples completed in 31.2293s. Avg_time = 0.3904. n_errors = 25
R30:80 samples completed in 31.2409s. Avg_time = 0.3905. n_errors = 27
R4:80 samples completed in 31.3137s. Avg_time = 0.3914. n_errors = 23
R26:80 samples completed in 31.4880s. Avg_time = 0.3936. n_errors = 18
R2:80 samples completed in 31.5776s. Avg_time = 0.3947. n_errors = 24

R46:80 samples completed in 31.7490s. Avg_time = 0.3969. n_errors = 25
R14:80 samples completed in 31.8623s. Avg_time = 0.3983. n_errors = 23
R0:80 samples completed in 31.9376s. Avg_time = 0.3992. n_errors = 29
R22:80 samples completed in 31.9911s. Avg_time = 0.3999. n_errors = 20
R50:80 samples completed in 32.2324s. Avg_time = 0.4029. n_errors = 30
R53:80 samples completed in 32.2757s. Avg_time = 0.4034. n_errors = 35
R9:80 samples completed in 32.3261s. Avg_time = 0.4041. n_errors = 28
R7:80 samples completed in 32.3771s. Avg_time = 0.4047. n_errors = 27
R33:80 samples completed in 32.3828s. Avg_time = 0.4048. n_errors = 29
R3:80 samples completed in 32.6396s. Avg_time = 0.4080. n_errors = 21
R25:80 samples completed in 32.7673s. Avg_time = 0.4096. n_errors = 34
R41:80 samples completed in 32.8422s. Avg_time = 0.4105. n_errors = 19
R57:80 samples completed in 32.8443s. Avg_time = 0.4106. n_errors = 27
R48:80 samples completed in 32.9360s. Avg_time = 0.4117. n_errors = 21
R17:80 samples completed in 32.9466s. Avg_time = 0.4118. n_errors = 26
R32:90 samples completed in 33.3053s. Avg_time = 0.3701. n_errors = 33
R34:90 samples completed in 33.3066s. Avg_time = 0.3701. n_errors = 35
R54:90 samples completed in 33.4798s. Avg_time = 0.3720. n_errors = 38
R19:90 samples completed in 33.5897s. Avg_time = 0.3732. n_errors = 33
R55:90 samples completed in 33.6883s. Avg_time = 0.3743. n_errors = 36
R45:90 samples completed in 33.7826s. Avg_time = 0.3754. n_errors = 32
R43:90 samples completed in 33.7866s. Avg_time = 0.3754. n_errors = 31
R60:90 samples completed in 33.7944s. Avg_time = 0.3755. n_errors = 31
R27:90 samples completed in 33.8645s. Avg_time = 0.3763. n_errors = 30
R23:90 samples completed in 33.8734s. Avg_time = 0.3764. n_errors = 27
R39:90 samples completed in 33.9472s. Avg_time = 0.3772. n_errors = 31
R10:90 samples completed in 34.0719s. Avg_time = 0.3786. n_errors = 32
R5:90 samples completed in 34.0818s. Avg_time = 0.3787. n_errors = 27
R62:90 samples completed in 34.1588s. Avg_time = 0.3795. n_errors = 42
R31:90 samples completed in 34.2333s. Avg_time = 0.3804. n_errors = 35
R18:90 samples completed in 34.2691s. Avg_time = 0.3808. n_errors = 30
R56:90 samples completed in 34.3676s. Avg_time = 0.3819. n_errors = 35
R8:90 samples completed in 34.3754s. Avg_time = 0.3819. n_errors = 32
R12:90 samples completed in 34.4465s. Avg_time = 0.3827. n_errors = 24
R42:90 samples completed in 34.4577s. Avg_time = 0.3829. n_errors = 26
R37:90 samples completed in 34.5398s. Avg_time = 0.3838. n_errors = 29
R61:90 samples completed in 34.5598s. Avg_time = 0.3840. n_errors = 23
R59:90 samples completed in 34.6407s. Avg_time = 0.3849. n_errors = 32
R40:90 samples completed in 34.6423s. Avg_time = 0.3849. n_errors = 20
R16:90 samples completed in 34.6535s. Avg_time = 0.3850. n_errors = 31
R58:90 samples completed in 34.6568s. Avg_time = 0.3851. n_errors = 20
R11:90 samples completed in 34.6686s. Avg_time = 0.3852. n_errors = 28
R15:90 samples completed in 34.7114s. Avg_time = 0.3857. n_errors = 30
R29:90 samples completed in 34.7210s. Avg_time = 0.3858. n_errors = 25
R24:90 samples completed in 34.7223s. Avg_time = 0.3858. n_errors = 31
R51:90 samples completed in 34.7359s. Avg_time = 0.3860. n_errors = 25
R13:90 samples completed in 34.7413s. Avg_time = 0.3860. n_errors = 34
R28:90 samples completed in 34.7559s. Avg_time = 0.3862. n_errors = 32
R47:90 samples completed in 34.8209s. Avg_time = 0.3869. n_errors = 20
R21:90 samples completed in 34.8299s. Avg_time = 0.3870. n_errors = 29
R52:90 samples completed in 34.8345s. Avg_time = 0.3870. n_errors = 34
R6:90 samples completed in 34.8412s. Avg_time = 0.3871. n_errors = 22
R63:90 samples completed in 34.8431s. Avg_time = 0.3871. n_errors = 24
R20:90 samples completed in 34.8475s. Avg_time = 0.3872. n_errors = 28
R1:90 samples completed in 35.0351s. Avg_time = 0.3893. n_errors = 30
R4:90 samples completed in 35.1292s. Avg_time = 0.3903. n_errors = 26
R44:90 samples completed in 35.1911s. Avg_time = 0.3910. n_errors = 32
R36:90 samples completed in 35.1909s. Avg_time = 0.3910. n_errors = 26
R38:90 samples completed in 35.3223s. Avg_time = 0.3925. n_errors = 31
R30:90 samples completed in 35.1920s. Avg_time = 0.3910. n_errors = 29
R2:90 samples completed in 35.4089s. Avg_time = 0.3934. n_errors = 27
R0:90 samples completed in 35.5916s. Avg_time = 0.3955. n_errors = 33
R46:90 samples completed in 35.6103s. Avg_time = 0.3957. n_errors = 29
R22:90 samples completed in 35.7071s. Avg_time = 0.3967. n_errors = 26
R14:90 samples completed in 35.9646s. Avg_time = 0.3996. n_errors = 27
R33:90 samples completed in 36.1766s. Avg_time = 0.4020. n_errors = 33
R50:90 samples completed in 36.3308s. Avg_time = 0.4037. n_errors = 30
R53:90 samples completed in 36.3542s. Avg_time = 0.4039. n_errors = 43
R9:90 samples completed in 36.3647s. Avg_time = 0.4041. n_errors = 29
R7:90 samples completed in 36.6157s. Avg_time = 0.4068. n_errors = 29
R25:90 samples completed in 36.7226s. Avg_time = 0.4080. n_errors = 37
R17:90 samples completed in 36.7557s. Avg_time = 0.4084. n_errors = 30
R3:90 samples completed in 36.7696s. Avg_time = 0.4086. n_errors = 24
R34:100 samples completed in 36.8295s. Avg_time = 0.3683. n_errors = 39
R48:90 samples completed in 36.8356s. Avg_time = 0.4093. n_errors = 27
R41:90 samples completed in 36.8370s. Avg_time = 0.4093. n_errors = 22
R57:90 samples completed in 36.9444s. Avg_time = 0.4105. n_errors = 28
R54:100 samples completed in 37.1111s. Avg_time = 0.3711. n_errors = 41
R60:100 samples completed in 37.2533s. Avg_time = 0.3725. n_errors = 37
R35:100 samples completed in 37.2696s. Avg_time = 0.3727. n_errors = 42
R49:100 samples completed in 37.3788s. Avg_time = 0.3738. n_errors = 33
R45:100 samples completed in 37.3952s. Avg_time = 0.3740. n_errors = 34
R55:100 samples completed in 37.4077s. Avg_time = 0.3741. n_errors = 38
R23:100 samples completed in 37.4165s. Avg_time = 0.3742. n_errors = 32
R27:100 samples completed in 37.4560s. Avg_time = 0.3746. n_errors = 34
R39:100 samples completed in 37.4972s. Avg_time = 0.3750. n_errors = 34
R32:100 samples completed in 37.5229s. Avg_time = 0.3752. n_errors = 34
R19:100 samples completed in 37.5591s. Avg_time = 0.3756. n_errors = 36
R43:100 samples completed in 37.6559s. Avg_time = 0.3766. n_errors = 33
R62:100 samples completed in 37.6929s. Avg_time = 0.3769. n_errors = 45
R31:100 samples completed in 37.6957s. Avg_time = 0.3770. n_errors = 39
R5:100 samples completed in 37.9063s. Avg_time = 0.3791. n_errors = 28
R12:100 samples completed in 38.0866s. Avg_time = 0.3809. n_errors = 28
R29:100 samples completed in 38.1560s. Avg_time = 0.3816. n_errors = 29
R58:100 samples completed in 38.1596s. Avg_time = 0.3816. n_errors = 25
R18:100 samples completed in 38.2571s. Avg_time = 0.3826. n_errors = 31
R56:100 samples completed in 38.2622s. Avg_time = 0.3826. n_errors = 36
R37:100 samples completed in 38.2729s. Avg_time = 0.3827. n_errors = 30
R59:100 samples completed in 38.2629s. Avg_time = 0.3826. n_errors = 36
42:100 samples completed in 38.2940s. Avg_time = 0.3829. n_errors = 26
R16:100 samples completed in 38.2946s. Avg_time = 0.3829. n_errors = 34
R10:100 samples completed in 38.3722s. Avg_time = 0.3837. n_errors = 34
R61:100 samples completed in 38.4423s. Avg_time = 0.3844. n_errors = 24
R51:100 samples completed in 38.4515s. Avg_time = 0.3845. n_errors = 28
R8:100 samples completed in 38.4551s. Avg_time = 0.3846. n_errors = 34
R24:100 samples completed in 38.4598s. Avg_time = 0.3846. n_errors = 37
R63:100 samples completed in 38.4668s. Avg_time = 0.3847. n_errors = 28
R15:100 samples completed in 38.4743s. Avg_time = 0.3847. n_errors = 32
R47:100 samples completed in 38.5636s. Avg_time = 0.3856. n_errors = 23
R28:100 samples completed in 38.6501s. Avg_time = 0.3865. n_errors = 38
R52:100 samples completed in 38.6636s. Avg_time = 0.3866. n_errors = 38
R11:100 samples completed in 38.6682s. Avg_time = 0.3867. n_errors = 30
R20:100 samples completed in 38.6893s. Avg_time = 0.3869. n_errors = 31
R21:100 samples completed in 38.7418s. Avg_time = 0.3874. n_errors = 29
R26:100 samples completed in 38.7572s. Avg_time = 0.3876. n_errors = 26
R13:100 samples completed in 38.6636s. Avg_time = 0.3866. n_errors = 36
R4:100 samples completed in 38.9565s. Avg_time = 0.3896. n_errors = 29
R2:100 samples completed in 39.1220s. Avg_time = 0.3912. n_errors = 31
R0:100 samples completed in 39.1278s. Avg_time = 0.3913. n_errors = 37
R36:100 samples completed in 39.1444s. Avg_time = 0.3914. n_errors = 32
R1:100 samples completed in 39.1614s. Avg_time = 0.3916. n_errors = 32
R30:100 samples completed in 39.2296s. Avg_time = 0.3923. n_errors = 34
R44:100 samples completed in 39.3197s. Avg_time = 0.3932. n_errors = 35
R38:100 samples completed in 39.3358s. Avg_time = 0.3934. n_errors = 32
R46:100 samples completed in 39.3983s. Avg_time = 0.3940. n_errors = 32
R22:100 samples completed in 39.7883s. Avg_time = 0.3979. n_errors = 27
R9:100 samples completed in 39.8226s. Avg_time = 0.3982. n_errors = 33
R14:100 samples completed in 39.9068s. Avg_time = 0.3991. n_errors = 28
R50:100 samples completed in 40.0705s. Avg_time = 0.4007. n_errors = 32
R33:100 samples completed in 40.3059s. Avg_time = 0.4031. n_errors = 38
R53:100 samples completed in 40.3681s. Avg_time = 0.4037. n_errors = 46
R48:100 samples completed in 40.5361s. Avg_time = 0.4054. n_errors = 32
R41:100 samples completed in 40.6100s. Avg_time = 0.4061. n_errors = 26
R35:110 samples completed in 40.6147s. Avg_time = 0.3692. n_errors = 49
R34:110 samples completed in 40.6886s. Avg_time = 0.3699. n_errors = 42
R3:100 samples completed in 40.7104s. Avg_time = 0.4071. n_errors = 28
R25:100 samples completed in 40.7175s. Avg_time = 0.4072. n_errors = 41
R7:100 samples completed in 40.7199s. Avg_time = 0.4072. n_errors = 34
R49:110 samples completed in 40.7296s. Avg_time = 0.3703. n_errors = 40
R23:110 samples completed in 40.7751s. Avg_time = 0.3707. n_errors = 39
R17:100 samples completed in 40.7900s. Avg_time = 0.4079. n_errors = 33
R60:110 samples completed in 40.7931s. Avg_time = 0.3708. n_errors = 42
R45:110 samples completed in 40.8876s. Avg_time = 0.3717. n_errors = 39
R54:110 samples completed in 40.9882s. Avg_time = 0.3726. n_errors = 42
R39:110 samples completed in 40.9933s. Avg_time = 0.3727. n_errors = 38
R32:110 samples completed in 41.0469s. Avg_time = 0.3732. n_errors = 39
R57:100 samples completed in 41.1344s. Avg_time = 0.4113. n_errors = 29
R19:110 samples completed in 41.3369s. Avg_time = 0.3758. n_errors = 39
R55:110 samples completed in 41.3772s. Avg_time = 0.3762. n_errors = 43
R62:110 samples completed in 41.3802s. Avg_time = 0.3762. n_errors = 49
R43:110 samples completed in 41.4609s. Avg_time = 0.3769. n_errors = 38
R31:110 samples completed in 41.5578s. Avg_time = 0.3778. n_errors = 41
R5:110 samples completed in 41.5751s. Avg_time = 0.3780. n_errors = 31
R10:110 samples completed in 41.8409s. Avg_time = 0.3804. n_errors = 38
R42:110 samples completed in 41.8661s. Avg_time = 0.3806. n_errors = 32
R29:110 samples completed in 41.8694s. Avg_time = 0.3806. n_errors = 32
R58:110 samples completed in 41.8747s. Avg_time = 0.3807. n_errors = 27
R18:110 samples completed in 41.9352s. Avg_time = 0.3812. n_errors = 35
R12:110 samples completed in 42.0155s. Avg_time = 0.3820. n_errors = 31
R8:110 samples completed in 42.0241s. Avg_time = 0.3820. n_errors = 37
R37:110 samples completed in 42.0356s. Avg_time = 0.3821. n_errors = 34
R27:110 samples completed in 42.0802s. Avg_time = 0.3825. n_errors = 38
R56:110 samples completed in 42.1075s. Avg_time = 0.3828. n_errors = 37
R15:110 samples completed in 42.1093s. Avg_time = 0.3828. n_errors = 36
R61:110 samples completed in 42.1217s. Avg_time = 0.3829. n_errors = 27
R59:110 samples completed in 42.2319s. Avg_time = 0.3839. n_errors = 37
R40:110 samples completed in 42.2439s. Avg_time = 0.3840. n_errors = 25
R13:110 samples completed in 42.3305s. Avg_time = 0.3848. n_errors = 41
R63:110 samples completed in 42.3357s. Avg_time = 0.3849. n_errors = 30
R6:110 samples completed in 42.4536s. Avg_time = 0.3859. n_errors = 30
R47:110 samples completed in 42.4616s. Avg_time = 0.3860. n_errors = 25
R16:110 samples completed in 42.4647s. Avg_time = 0.3860. n_errors = 37
R26:110 samples completed in 42.5001s. Avg_time = 0.3864. n_errors = 27
R51:110 samples completed in 42.5055s. Avg_time = 0.3864. n_errors = 32
R21:110 samples completed in 42.6203s. Avg_time = 0.3875. n_errors = 31
R52:110 samples completed in 42.6237s. Avg_time = 0.3875. n_errors = 40
R4:110 samples completed in 42.6271s. Avg_time = 0.3875. n_errors = 33
R24:110 samples completed in 42.6395s. Avg_time = 0.3876. n_errors = 39
R20:110 samples completed in 42.6940s. Avg_time = 0.3881. n_errors = 33
R28:110 samples completed in 42.7286s. Avg_time = 0.3884. n_errors = 39
R11:110 samples completed in 42.8565s. Avg_time = 0.3896. n_errors = 33
R2:110 samples completed in 42.9886s. Avg_time = 0.3908. n_errors = 33
R30:110 samples completed in 42.9986s. Avg_time = 0.3909. n_errors = 38
R0:110 samples completed in 43.0514s. Avg_time = 0.3914. n_errors = 38
R36:110 samples completed in 43.0518s. Avg_time = 0.3914. n_errors = 37
R38:110 samples completed in 43.2842s. Avg_time = 0.3935. n_errors = 34
R1:110 samples completed in 43.3241s. Avg_time = 0.3939. n_errors = 36
R46:110 samples completed in 43.3691s. Avg_time = 0.3943. n_errors = 33
R9:110 samples completed in 43.4300s. Avg_time = 0.3948. n_errors = 37
R22:110 samples completed in 43.4694s. Avg_time = 0.3952. n_errors = 32
R44:110 samples completed in 43.6466s. Avg_time = 0.3968. n_errors = 38
R14:110 samples completed in 43.8354s. Avg_time = 0.3985. n_errors = 30
R50:110 samples completed in 44.1638s. Avg_time = 0.4015. n_errors = 33
R53:110 samples completed in 44.1745s. Avg_time = 0.4016. n_errors = 52
R34:120 samples completed in 44.2286s. Avg_time = 0.3686. n_errors = 46
R23:120 samples completed in 44.2518s. Avg_time = 0.3688. n_errors = 43
R33:110 samples completed in 44.3568s. Avg_time = 0.4032. n_errors = 40
R60:120 samples completed in 44.4209s. Avg_time = 0.3702. n_errors = 46
R35:120 samples completed in 44.5736s. Avg_time = 0.3714. n_errors = 52
R48:110 samples completed in 44.5746s. Avg_time = 0.4052. n_errors = 35
R41:110 samples completed in 44.6738s. Avg_time = 0.4061. n_errors = 30
R3:110 samples completed in 44.7455s. Avg_time = 0.4068. n_errors = 28
R54:120 samples completed in 44.8529s. Avg_time = 0.3738. n_errors = 44
R39:120 samples completed in 44.8604s. Avg_time = 0.3738. n_errors = 40
R17:110 samples completed in 44.8704s. Avg_time = 0.4079. n_errors = 35
R7:110 samples completed in 44.8735s. Avg_time = 0.4079. n_errors = 38
R49:120 samples completed in 44.9610s. Avg_time = 0.3747. n_errors = 42
R43:120 samples completed in 44.9623s. Avg_time = 0.3747. n_errors = 43
R55:120 samples completed in 44.9663s. Avg_time = 0.3747. n_errors = 47
R25:110 samples completed in 44.9763s. Avg_time = 0.4089. n_errors = 43
R19:120 samples completed in 45.0685s. Avg_time = 0.3756. n_errors = 42
R32:120 samples completed in 45.0715s. Avg_time = 0.3756. n_errors = 40
R62:120 samples completed in 45.1327s. Avg_time = 0.3761. n_errors = 52
R58:120 samples completed in 45.4276s. Avg_time = 0.3786. n_errors = 32
R5:120 samples completed in 45.4385s. Avg_time = 0.3787. n_errors = 34
R57:110 samples completed in 45.4723s. Avg_time = 0.4134. n_errors = 29
R42:120 samples completed in 45.5404s. Avg_time = 0.3795. n_errors = 36
R18:120 samples completed in 45.6215s. Avg_time = 0.3802. n_errors = 38
R27:120 samples completed in 45.6242s. Avg_time = 0.3802. n_errors = 43
R10:120 samples completed in 45.6271s. Avg_time = 0.3802. n_errors = 39
R59:120 samples completed in 45.7270s. Avg_time = 0.3811. n_errors = 42
R29:120 samples completed in 45.7277s. Avg_time = 0.3811. n_errors = 36
R37:120 samples completed in 45.7445s. Avg_time = 0.3812. n_errors = 37
R56:120 samples completed in 45.8934s. Avg_time = 0.3824. n_errors = 40
R61:120 samples completed in 45.9111s. Avg_time = 0.3826. n_errors = 30
R12:120 samples completed in 45.9259s. Avg_time = 0.3827. n_errors = 33
R8:120 samples completed in 45.9305s. Avg_time = 0.3828. n_errors = 39
R63:120 samples completed in 46.0153s. Avg_time = 0.3835. n_errors = 34
R13:120 samples completed in 46.1279s. Avg_time = 0.3844. n_errors = 44
R16:120 samples completed in 46.2982s. Avg_time = 0.3858. n_errors = 41
R26:120 samples completed in 46.3015s. Avg_time = 0.3858. n_errors = 31
R15:120 samples completed in 46.3024s. Avg_time = 0.3859. n_errors = 39
R21:120 samples completed in 46.3054s. Avg_time = 0.3859. n_errors = 36
R51:120 samples completed in 46.3141s. Avg_time = 0.3860. n_errors = 35
R47:120 samples completed in 46.3224s. Avg_time = 0.3860. n_errors = 29
R40:120 samples completed in 46.4124s. Avg_time = 0.3868. n_errors = 26
R52:120 samples completed in 46.4139s. Avg_time = 0.3868. n_errors = 42
R6:120 samples completed in 46.5003s. Avg_time = 0.3875. n_errors = 33
R4:120 samples completed in 46.5234s. Avg_time = 0.3877. n_errors = 34
R24:120 samples completed in 46.6985s. Avg_time = 0.3892. n_errors = 41
R30:120 samples completed in 46.7980s. Avg_time = 0.3900. n_errors = 41
R28:120 samples completed in 46.8049s. Avg_time = 0.3900. n_errors = 40
R2:120 samples completed in 46.8099s. Avg_time = 0.3901. n_errors = 36
R20:120 samples completed in 46.8103s. Avg_time = 0.3901. n_errors = 37
R11:120 samples completed in 46.8545s. Avg_time = 0.3905. n_errors = 36
R0:120 samples completed in 46.9971s. Avg_time = 0.3916. n_errors = 41
R9:120 samples completed in 47.2136s. Avg_time = 0.3934. n_errors = 39
R36:120 samples completed in 47.3413s. Avg_time = 0.3945. n_errors = 42
R38:120 samples completed in 47.4430s. Avg_time = 0.3954. n_errors = 38
R22:120 samples completed in 47.5265s. Avg_time = 0.3961. n_errors = 36
R46:120 samples completed in 47.5305s. Avg_time = 0.3961. n_errors = 33
R1:120 samples completed in 47.5329s. Avg_time = 0.3961. n_errors = 39
R44:120 samples completed in 47.7409s. Avg_time = 0.3978. n_errors = 43
R14:120 samples completed in 47.9221s. Avg_time = 0.3994. n_errors = 32
R34:130 samples completed in 47.9821s. Avg_time = 0.3691. n_errors = 50
R45:130 samples completed in 48.0566s. Avg_time = 0.3697. n_errors = 48
R23:130 samples completed in 48.1749s. Avg_time = 0.3706. n_errors = 47
R60:130 samples completed in 48.1760s. Avg_time = 0.3706. n_errors = 50
R33:120 samples completed in 48.3922s. Avg_time = 0.4033. n_errors = 44
R53:120 samples completed in 48.3928s. Avg_time = 0.4033. n_errors = 56
R48:120 samples completed in 48.4005s. Avg_time = 0.4033. n_errors = 39
R35:130 samples completed in 48.4811s. Avg_time = 0.3729. n_errors = 57
R54:130 samples completed in 48.6487s. Avg_time = 0.3742. n_errors = 49
R39:130 samples completed in 48.6955s. Avg_time = 0.3746. n_errors = 42
R49:130 samples completed in 48.7857s. Avg_time = 0.3753. n_errors = 46
R19:130 samples completed in 48.7864s. Avg_time = 0.3753. n_errors = 45
R31:130 samples completed in 48.7913s. Avg_time = 0.3753. n_errors = 49
R3:120 samples completed in 48.7963s. Avg_time = 0.4066. n_errors = 30
R25:120 samples completed in 48.8070s. Avg_time = 0.4067. n_errors = 47
R7:120 samples completed in 48.8201s. Avg_time = 0.4068. n_errors = 40
R55:130 samples completed in 48.8883s. Avg_time = 0.3761. n_errors = 47
R17:120 samples completed in 48.8204s. Avg_time = 0.4068. n_errors = 38
R41:120 samples completed in 48.9981s. Avg_time = 0.4083. n_errors = 32
R58:130 samples completed in 49.0304s. Avg_time = 0.3772. n_errors = 37
R43:130 samples completed in 49.0357s. Avg_time = 0.3772. n_errors = 45
R62:130 samples completed in 49.0553s. Avg_time = 0.3773. n_errors = 55
R18:130 samples completed in 49.1649s. Avg_time = 0.3782. n_errors = 43
R32:130 samples completed in 49.2032s. Avg_time = 0.3785. n_errors = 43
R10:130 samples completed in 49.2752s. Avg_time = 0.3790. n_errors = 41
R27:130 samples completed in 49.2981s. Avg_time = 0.3792. n_errors = 46
R42:130 samples completed in 49.3363s. Avg_time = 0.3795. n_errors = 39
R37:130 samples completed in 49.3991s. Avg_time = 0.3800. n_errors = 40
R59:130 samples completed in 49.4300s. Avg_time = 0.3802. n_errors = 46
R5:130 samples completed in 49.5448s. Avg_time = 0.3811. n_errors = 36
R29:130 samples completed in 49.5739s. Avg_time = 0.3813. n_errors = 38
R61:130 samples completed in 49.5802s. Avg_time = 0.3814. n_errors = 35
R56:130 samples completed in 49.6108s. Avg_time = 0.3816. n_errors = 43
R57:120 samples completed in 49.6158s. Avg_time = 0.4135. n_errors = 33
R8:130 samples completed in 49.6957s. Avg_time = 0.3823. n_errors = 41
R51:130 samples completed in 49.7444s. Avg_time = 0.3826. n_errors = 40
R50:120 samples completed in 49.8610s. Avg_time = 0.4155. n_errors = 37
R21:130 samples completed in 49.9664s. Avg_time = 0.3844. n_errors = 40
R47:130 samples completed in 50.0087s. Avg_time = 0.3847. n_errors = 33
R13:130 samples completed in 50.0445s. Avg_time = 0.3850. n_errors = 45
R12:130 samples completed in 49.9664s. Avg_time = 0.3844. n_errors = 36
R26:130 samples completed in 50.0871s. Avg_time = 0.3853. n_errors = 34
R63:130 samples completed in 49.9661s. Avg_time = 0.3844. n_errors = 35
R40:130 samples completed in 50.3850s. Avg_time = 0.3876. n_errors = 28
R6:130 samples completed in 50.4081s. Avg_time = 0.3878. n_errors = 35
R24:130 samples completed in 50.4690s. Avg_time = 0.3882. n_errors = 45
R30:130 samples completed in 50.4765s. Avg_time = 0.3883. n_errors = 45
R2:130 samples completed in 50.5449s. Avg_time = 0.3888. n_errors = 40
R4:130 samples completed in 50.5932s. Avg_time = 0.3892. n_errors = 38
R20:130 samples completed in 50.8486s. Avg_time = 0.3911. n_errors = 41
R28:130 samples completed in 50.8514s. Avg_time = 0.3912. n_errors = 43
R0:130 samples completed in 51.0902s. Avg_time = 0.3930. n_errors = 43

R9:130 samples completed in 51.1734s. Avg_time = 0.3936. n_errors = 43
R46:130 samples completed in 51.2463s. Avg_time = 0.3942. n_errors = 37
R38:130 samples completed in 51.4228s. Avg_time = 0.3956. n_errors = 39
R36:130 samples completed in 51.4977s. Avg_time = 0.3961. n_errors = 44
R45:140 samples completed in 51.5095s. Avg_time = 0.3679. n_errors = 53
R22:130 samples completed in 51.5162s. Avg_time = 0.3963. n_errors = 39
R1:130 samples completed in 51.6199s. Avg_time = 0.3971. n_errors = 42
R34:140 samples completed in 51.8035s. Avg_time = 0.3700. n_errors = 51
R23:140 samples completed in 51.8714s. Avg_time = 0.3705. n_errors = 51
R44:130 samples completed in 51.8769s. Avg_time = 0.3991. n_errors = 47
R60:140 samples completed in 51.8850s. Avg_time = 0.3706. n_errors = 53
R14:130 samples completed in 51.9547s. Avg_time = 0.3997. n_errors = 35
R54:140 samples completed in 51.9694s. Avg_time = 0.3712. n_errors = 55
R35:140 samples completed in 52.0843s. Avg_time = 0.3720. n_errors = 60
R53:130 samples completed in 52.1179s. Avg_time = 0.4009. n_errors = 60
R19:140 samples completed in 52.1764s. Avg_time = 0.3727. n_errors = 50
R49:140 samples completed in 52.3742s. Avg_time = 0.3741. n_errors = 50
R39:140 samples completed in 52.4324s. Avg_time = 0.3745. n_errors = 45
R48:130 samples completed in 52.5438s. Avg_time = 0.4042. n_errors = 40
R33:130 samples completed in 52.6137s. Avg_time = 0.4047. n_errors = 47
R18:140 samples completed in 52.6432s. Avg_time = 0.3760. n_errors = 47
R3:130 samples completed in 52.6495s. Avg_time = 0.4050. n_errors = 36

R55:140 samples completed in 52.6524s. Avg_time = 0.3761. n_errors = 50
R43:140 samples completed in 52.6605s. Avg_time = 0.3761. n_errors = 50
R31:140 samples completed in 52.6425s. Avg_time = 0.3760. n_errors = 50
